place_id,name,description,is_spending_on_ads,reviews,competitors,website,can_claim,emails,phones,linkedin,twitter,facebook,youtube,instagram,owner_name,owner_profile_link,featured_image,main_category,categories,rating,workday_timing,closed_on,phone,address,review_keywords,link
ChIJAaQwctWZTDARTEJniM2R5n0,Restoran Sarang Burung,,False,357,"Name: Wa*un* *e*i Sa*a******
link: h*t*s*/*www.*o**le.*om*m*p*/sea**h/**r**g*Tepi+**wah**7*9*****4*6***,100****0*****0**0*?au*h*se*=***l*en*en*r*=***
Reviews: 1672 reviews

Name: **s*or***Suri*M*s*****Me***u A*li
link: h*t**:***ww**o*g****om/*aps*s*arch/**s*or**+****+**sa*a**Melay*+As*i*@6***2****,100*****72*?*u*hus*r*0&hl****e**ry**t*
Reviews: 1037 reviews

Name: Re**oran*****y*n
link: ***p*://*****oogl**com*m***/***rch/R*s**ra*+Ne*a*a*/@*.4**46**,*0*.1***806*auth****=*&hl=**&********u
Reviews: 614 reviews

Name: *e*a**Ik*n **ka***erl*s*Q***h
link: http*:**www.go*g**.***/m***/se*****K*d***I*a**Ba*a*+*erl**+Q*seh*@6***0*3*,***.*79******0*0**?a*t*u**r**&*l*en&*n**y=ttu
Reviews: 254 reviews

Name: W*run***al**
link: **t*s*/*ww***o*g****o*/ma*s/s*arc*****u*g**a**n/@**43507*29*999***,**0***6119****th*s*r**&hl**n*en*r*=*t*
Reviews: 107 reviews",*t*p*:**m**a***ook****/**g****es*ora*-sara*g-**r***p*rli*/2*30*18*17***2*,True,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,*e**o*an*Sa*an***u***g*(Owne**,,**t*s:**l*5.*oogle****conte**.*o*/p****Q*p**ES****YZ**iDYY*****b*i*****_j*vduNw*=*4*8-****-*-no,Malay Restaurant,Malay Restaurant,4.3,1* a*** *m,S****day,017**** 0*4*,"Restoran Sarang Burung, 512, Jalan Kaki Bukit, Kampung Batu Dua, 01000 Kangar, Perlis","p*i**, p**ri*g*, *oc**, *a****cu*sin*",https://www.google.com/maps/place/Restoran+Sarang+Burung/data=!4m7!3m6!1s0x304c99d57230a401:0x7de691cd8867424c!8m2!3d6.4761163!4d100.2132251!16s%2Fg%2F1pv0rjbdr!19sChIJAaQwctWZTDARTEJniM2R5n0?authuser=0&hl=en&rclk=1
ChIJ8__293icTDARdKTPR3i7GE4,Warung Ikan Bakar 3557 & Western Food,,False,274,"Name: Dhiya**ka***ak*r***S*a***d
link: ***p***/ww*.***gle.c**/ma**/****c*/*hi*a*I****B*****%2*+*eafood**6*3*29*4**1*0.13*0*1**auth*s*****h**en&e*tr*=*t*
Reviews: 553 reviews

Name: **d**********kar,***ti*Ku*la Perli*
link: *ttp**/***w.**og**.******p*/***rc**Me**n+*k*****k*r*2C*Jet*+K*ala+P*rl*s/*6.3*8**56,1*0.**95*1699*****?*uthu****0*h***n&e**ry****
Reviews: 61 reviews

Name: Res**r*n M**lim****n *a*a* *****ya*
link: h***s*//*w*.g*og*e.c*m/m***/****c*/R****r*n+*u**i*+I*a***a**r+%26+**m****@***960*8*10*.13**5**99*9*99*aut*us*r=**h*=*****tr**tt*
Reviews: 56 reviews

Name: **k***e *ka* *ak*r
link: h*tps*/*ww***o*g********ap*/*earc*/*ak**i*+I*an*B*k*r/*6.3**8*5**0*0*00**,**0**30*8*10*0*00**a*t*u*er*0&**=e***nt*****u
Reviews: 21 reviews

Name: *es**rn **o**@ **p*k*S**ti*n
link: http*:***ww.g**gl*.***/**p**se*r*h***s*er**F**d*%*0+**p*k+Sta*ion/@***8**5*******13***89?a*t*u*er=**h*=e*&**t***t*u
Reviews: 2 reviews",https**/ww**f***book.c*m**g**ar*******n**akar-35***We***rn-****-3*****7**855*5*,True,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,*aru** ***n*B*ka**3*** & *e**e*n **o* *Own*r*,,*t**s***lh5.**og*eu*e**onte**.**m/**AF1Q**N****R****_Eb******9g**Z*f*xBns*WK*U*y**4*8-h**6*k*no,Restaurant,Restaurant,3.8,1****-2*am,*ed*e**a*,**7-*0* 9**7,"Warung Ikan Bakar 3557 & Western Food, Pekan Kuala Perlis, 02000 Kuala Perlis, Perlis","p*i**, s*a**o*, s*to**",https://www.google.com/maps/place/Warung+Ikan+Bakar+3557+%26+Western+Food/data=!4m7!3m6!1s0x304c9c78f7f6fff3:0x4e18bb7847cfa474!8m2!3d6.3905718!4d100.1338614!16s%2Fg%2F11dym43kq4!19sChIJ8__293icTDARdKTPR3i7GE4?authuser=0&hl=en&rclk=1
ChIJ94AHIvyiTDARzXaQNrDUMII,Restoran Sri Pauh,We *o *pen **a**a**e **as*k** pan*s**r** 10.*30*m ti** 1**m***atay******6*3**m **ll*10*30*p**( c*os*d**n T*u*s*********a******),False,264,"Name: **s***an*Capati***a*
link: *tt*s**/*w***o***e.c**/map*/*ea*c****st**a*+*a**ti***au*@**429***2,***.*736**2*a***u*er*0**l=en&en**y=t**
Reviews: 742 reviews

Name: ***tor** Sr***e*Or*i* A*a*
link: h*****//ww***oo*l**com**ap*/se*r*h/*esto*a**S**+*e*O*k**+Ar*u/@*.******6,*00*27***05?***h***r*0**l*e****try=t**
Reviews: 360 reviews

Name: R**tora* **i**a***Ar*u
link: **t***/*w**.****le**om/*a*s***ar*h/**s*ora*+*a**Ras*+Ar*u/***42**8*****9***9*10*****714**9*9999?aut***er**&hl*****ntry=ttu
Reviews: 143 reviews

Name: ******Restau*an*
link: **tps**/*ww.*****e.*om**a******r**/Y*m*y****tau*an**@6*43**18*,***.302*5***auth*se*=*&hl=******r*=ttu
Reviews: 23 reviews

Name: K*da****k*n
link: **tp*://****goo*l*.com/m**s/**arc**K****+*ak**/*6*****1*59*9**99**,**0.29*****9*99999?aut*u***=**hl=e*&***r****u
Reviews: 3 reviews",h*t**:*/m.*ac***o**c**/r***o*an**i*a*h/,False,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,****o*** **i Pa***(Own*r),****s*******googl**co**ma**/*ontr*b/105****6*1***1*76*896,**t**://l*5.*oo**eu*e********.com/*/*F***p*Ow*7D3-****k3**ZjSnd***9*f*X*-*B*DrD_=**2***24****n*,Malay Restaurant,"Malay Restaurant, Asian fusion restaurant, Fast food restaurant",4.1,**am-** p*,**tur*a*,01*-*7**3**1,"Restoran Sri Pauh, 211, Jln Pauh Tmn Muda Asas, Pauh, 02600 Arau, Perlis","*in**r, ***ce",https://www.google.com/maps/place/Restoran+Sri+Pauh/data=!4m7!3m6!1s0x304ca2fc220780f7:0x8230d4b0369076cd!8m2!3d6.4356164!4d100.3004214!16s%2Fg%2F1q62dlmqt!19sChIJ94AHIvyiTDARzXaQNrDUMII?authuser=0&hl=en&rclk=1
ChIJ8yrWxQ6ZTDARreovWa-AFOM,Restoran Arrowana,,False,252,"Name: *h**en* L**s*
link: h*t**://w*w*go**l*.co*****s/s***ch*A**Be**+*****/*6.4*626****0**1971**4**u**use*=*&*l=e***nt**=tt*
Reviews: 136 reviews

Name: ***a* **pi*Eua* To*g ****
link: h*tp**/*ww*.*o******o*/m**s**ear*h/K**ai+K*pi*****+To*g**E8%B****%E*%*****%E**8*%B*%E***E**4*@6*4*8**86**00*19*2558**9999*?*u****er=0&**=e**e***y**t*
Reviews: 84 reviews

Name: ***Ke*** ***an***& Minum*n
link: *tt**:*/***.*****e**o****ps*se**ch*OK***d**+Ma****n+%*6+***uman**6.*3637***100.*****75?*uth*s*r=0*h*=*n*e*tr**t*u
Reviews: 83 reviews

Name: A***l**e ****au**nt*Ai Ge Lai Hai *Fan *
link: *t*p*://*w*.goog*e****/ma*s**ear**/*ng*ll*e+**s*a*r*nt+*E7*88*B*%*6%*0*BC*E*%*D%*5****B**B*%*9%***9***9%**%A**E5%***9**@6**273****10**1******?******er=0&*l=**&en**y*t*u
Reviews: 39 reviews

Name: A *** **ma* P***is
link: *t*p*:*/*w*.**o******m/*ap*/*ear*h/**9%9***F%E4*B9%**%*9****A2**6*A*%A*+T*ma*+P******@6.****3***1*0*19*0*31*99999*?a*t*u*e**0&hl**n*e**r*=***
Reviews: 36 reviews",****s:*/*es*ora**ar*o**n*.bu**n*s*.*i**/,False,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,R*s**r*n*A*rowa******n*r),****s:/***w*goog*e*c*m**a*s/c*n*rib***77**860*4*****833**,ht**s*//l***g**g*****r**nt*nt**o***/A*1Qip*u**yP4*g*7*t**Ob*z***sv1*1*sG***G*PL*=**08-h**6-*-**,Restaurant,Restaurant,4,5**m*1* *m,*ue***y,0**-5** **98,"Restoran Arrowana, 25, Lorong Dua, Taman Perlis, 01000 Kangar, Perlis","**ic*, fi**, **ie*, *e*o* **a*s",https://www.google.com/maps/place/Restoran+Arrowana/data=!4m7!3m6!1s0x304c990ec5d62af3:0xe31480af592feaad!8m2!3d6.4271143!4d100.2000005!16s%2Fg%2F1hg4_3csd!19sChIJ8yrWxQ6ZTDARreovWa-AFOM?authuser=0&hl=en&rclk=1
ChIJL7JQQLaZTDARQw8W1sSEQAI,Mai Cafe,,False,226,"Name: *n**n* K**i
link: *t*ps://****go*g**.c*m/map*/**ar*h*A*jun*+Kel********8***10*.*1*98****u*h****=0&**=en&e***y***u
Reviews: 2457 reviews

Name: M**l*na**af*
link: h**ps:***w***oogle**o**ma*s/s**rc*/*au*a****afe/*6*3984**29**9**99,*0*.1*70*9****t*u***=*****e**en***=*tu
Reviews: 303 reviews

Name: La*an**a**
link: **tp*:/**w*.*oo****c*m/map**se*rc**L*m*n+**fe/@6*****5*5,1*0.2*9**1*****huse*=0********n*r*=*tu
Reviews: 65 reviews

Name: P**e*N*s* A*e***N* 8 M*d** Sel**a*R**oh* ***s**ra**J**l***mas, Ka*g**, ****i*
link: h*t*s:/***w.g*o****c*m/*a*s*s**r*h*Pie*+N**i*Ay**%*C**o*8+*****+*e*e*a+***o*%**+P*rsia*an**ubli*Em*s%2****ng*r%****e**i**@*.44*5***9*****99,*00*20**3*****thus*r=***l*e*&en*ry**tu
Reviews: 27 reviews

Name: R*****A* KAK M**
link: htt*****w**.go*g*e*c*m**a*s*searc**R*S**R*N*KA****A*@6.51**892,****2**601?au*hu*e*=0&*l***&****y****
Reviews: 3 reviews",ht***://*ww.fa***o**********C**eKan*ar/,True,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,*ai*C*f* (O**e**,,h*tp**//lh5.g*****u***c***e*t*c*m/*/***Q***4vqa*f*H_**H*7l****r****TJ*eL*3*J*1-9*w**8-h*0***-no,Restaurant,Restaurant,4,6 **-1**a*,Su***y,***-47* **91,"Mai Cafe, No.10 Komplek Perniagaan Masjid Persiaran Tuanku Syed Putra, Jalan Kaki Bukit, 01000 Kangar, Perlis","*r*c*, ***te*n*f*od, c*o*, c*ic***, **mi*y, m**q**t*es, *r**d, **i*le*, la**, m***r*om",https://www.google.com/maps/place/Mai+Cafe/data=!4m7!3m6!1s0x304c99b64050b22f:0x24084c4d6160f43!8m2!3d6.4518944!4d100.2087212!16s%2Fg%2F1232t99tf!19sChIJL7JQQLaZTDARQw8W1sSEQAI?authuser=0&hl=en&rclk=1
ChIJ_f7DcDGYTDARKFEFifCVM8c,Lapaq Cafe & Space,,False,223,"Name: **opi**an*a*
link: htt**:***ww*g*og*e****/**ps/se*rch/*gop***0Kan*a*/***4**2*570*0******10**1***028*au***ser****l=**&en*ry****
Reviews: 814 reviews

Name: M****n* Caf*
link: ht***:*/ww*.**o**e.**m*********r***Mau**n*+C**e*@6.*9845629***9999*1*0*1*70*9*?*uthus****&*l*e*&***r*=t**
Reviews: 303 reviews

Name: *ix***af*
link: h*t****/w***googl*.co*/*****s****h***xa+C**e/**.***73*5,*0**1**0**?au*h*s*r=***l=e*&en*ry=*t*
Reviews: 89 reviews

Name: *la*ja****e
link: h**p*:*/***.*o**le**om/**ps/***rc**B*an*a+**fe/@6.*3**61**0*.19***7***9***9?au*hu*****&**=en*entr*=***
Reviews: 76 reviews

Name: L**Mela *t****n*
link: **tp*:*/*ww.g*o*le.c*m*m*p***ea**h*L*+*ela**t*li**o*@*.*5***1*,***.20*86*7*a*thus*******=e*&*n*r****u
Reviews: 54 reviews",ht***:*/**w***ceboo****m**ap*q-*a*e-S*a*e*1*3****79*782*0*,False,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,L*p*q*C*fe & S***e*(O*****,h*tps***w***g*o*l**co**maps*con***b/***7**789*7*2****197*,http***/l**.*o*gleu*e*c***e***com/*/*F**ipN***4*hcg****w*x*U****w****Y**G*0Ll0***w40*-h*06-**n*,Restaurant,"Restaurant, Cafe",4.2,4*30**m-1****,Su*d**,01***26 *0**,"Lapaq Cafe & Space, No. 8, Jalan Santan, Taman Putera Putri, 01000 Kangar, Perlis","**vi*on**n*, pr***, *r*nk*, ****r*om so**, s**gh***i, g***ic, *us**, *a**ly",https://www.google.com/maps/place/Lapaq+Cafe+%26+Space/data=!4m7!3m6!1s0x304c983170c3fefd:0xc73395f089055128!8m2!3d6.447639!4d100.2124773!16s%2Fg%2F11fxz9rk8v!19sChIJ_f7DcDGYTDARKFEFifCVM8c?authuser=0&hl=en&rclk=1
ChIJHXDAeweZTDARydLhwzpEik8,Big Tree Western Court,"L**** ****,*i*al*a** *e*t*rn** Tha* c*is*n*",False,172,"Name: *n**ud* *o*y***&**est*r**Foo*
link: *t**s*/**ww*g***le*c*m**a*s/*ea**h/An**u*a+***y**+%26****t***+Food/@***11*9*6*1*0.1*****6?*ut*u**r=0******&ent*y*tt*
Reviews: 213 reviews

Name: *'A* *ES*E** **O*
link: ht*p*://**w*g**gle****/m*p**s*arch*********ES**RN+*OOD/@6.*896*2**1**.2**6**5?*u*hus*r=0**l=e**e********
Reviews: 28 reviews

Name: A*a**B**t***Wes*er* *ang**
link: h***s***w*w.g**g**.c**/*a**/s***c*/Ada*+*i*tr*+W*s*ern+****ar*@*.454******0***01,*0**2*6**64?****u***=***l=en*entry=*t*
Reviews: 6 reviews

Name: ***tern*Vi***g*
link: ht**s:**www.go**l*.****m**s/s*a**h**es***n+*illa*e**6******9**1**.**3969***uthu*e*=*&h*=e*&*n**y=t**
Reviews: 4 reviews

Name: W**te*n****d*@ *epa**St***on
link: **t**://w*****ogl**c*m/***s*sea*ch*We**e****ood+%********+St**ion*@**3*3559**10*.1******?a*th***r***h*=en&ent**=*tu
Reviews: 2 reviews",*t*p*//*w**face*oo*.c*m*b***re*****er*,False,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,B*g **e* W**tern****** **wner*,htt****/w*w.g*o**e.**m/m***/********1*5*7***6*5188*97*837,*t**s*//***.**og*eus**c*n****.c****/****i*P****u2*A**JX9**zkW*QI*lXi28*****0zCki*w4*8-**08-*-n*,Restaurant,Restaurant,3.2,**30**m-1**30*a*,****day,****5**1 *871,"Big Tree Western Court, Jambatan, Jalan Dato Wan Ahmad, Kampung Pengkalan Asam, 01000 Kangar, Perlis","*am*, *a*l*",https://www.google.com/maps/place/Big+Tree+Western+Court/data=!4m7!3m6!1s0x304c99077bc0701d:0x4f8a443ac3e1d2c9!8m2!3d6.4346756!4d100.1861905!16s%2Fg%2F11j1_r98q4!19sChIJHXDAeweZTDARydLhwzpEik8?authuser=0&hl=en&rclk=1
ChIJO9JU6LqZTDARmumUlCm3cdY,Bolehja Kitchen,***ju*l*m*ka*a**ay** *** al**k***an *ty*e,False,96,"Name: *** Ki**h*n
link: *t*ps*//w*w.*****e.co**m**s/*ea**h*****Kit**e***6*419*7*1**99****,***.*9**5*1*auth**e*=0&*l=en&*n**y**tu
Reviews: 58 reviews

Name: *l**j* Caf***
link: *tt*s:**w*w*goog**.c*m/*aps/*e**ch**lanja*C**e*2/@*********,1***18*64**99**9****ut**s*r=0*h**e**e***y**tu
Reviews: 55 reviews

Name: P**T **tch**
link: **t***//www**oogle.***/**ps/s*arc*/P*R*+**t**en/*****77**5**9*9**9*1*0.*80**7***uthu***=*&h****&e****=*tu
Reviews: 48 reviews

Name: *** Fem*s *y***K**** Pad*
link: *tt****/w***goo***.***/maps***a*c*/Th*+*e**s*Ayam*K******adu*@**4*05*3***0*.1*54*29*****u*e*=**hl**n&ent*y=t*u
Reviews: 2 reviews

Name: *H***S*K*REA**SP****C*IC*EN
link: *tt*s*****w*go*gl*.com*m*p*/***r**/*HAB***KO*EAN+S*IC*+***C*E*/*6**17***4**00.*9****6?*u***se*=**hl*en&*n***=*tu
Reviews: 1 reviews",h****:/*linkt*.e****l**j*ki*c**n,False,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,***e**a*Kitch*n (*****),h*tps*/**ww.****le**o*/***s*co***i*/**2688*92***92**5*57*,*t**s**/lh**goo*l*u*er***t**t.co**p/A*1*i*M****0*Vfe**X*AHi7-*E***l**f8***2*DV*L****6*h2*0*k**o,Restaurant,Restaurant,4.6,*1 a**7 **,*o**ay,013*3***1*3*,"Bolehja Kitchen, PT 231-1 Jalan ke Titi Teras Kg, 01000 Kangar, Perlis",,https://www.google.com/maps/place/Bolehja+Kitchen/data=!4m7!3m6!1s0x304c99bae854d23b:0xd671b7299494e99a!8m2!3d6.497236!4d100.2085351!16s%2Fg%2F11gy0g0g3r!19sChIJO9JU6LqZTDARmumUlCm3cdY?authuser=0&hl=en&rclk=1
ChIJ-RbA4haZTDARihQRyH5O-VU,Jamiran's Cafe,,False,92,"Name: Z***Caf*
link: *tt*s****w**google.com*m***/*e***h********e/@***285*****0*1*47552*99*999?***h*ser***hl=*n*e*t**=**u
Reviews: 22 reviews

Name: *ya**i C***
link: *t**s:****w***o***.co*/m*p*/*e*rc*/*y*m*i*Cafe**6.4*5**,**0.2**73**?a*thuser*0*h**en****r*=***
Reviews: 16 reviews

Name: *a*o*g**a*a*h
link: htt*s:**w**.**o*l*.com/*aps/sea******rong+*amaah*@*****4*3*****.1*****7*a**hus*r*0*h*=e**e**r*=***
Reviews: 7 reviews

Name: **WA **T**EN
link: *ttp*:/*www.****le.*om/**p*/*earch/***A*KI*C***/****916*1**1*0*1*8***8*99*9****u*hus*r=0*h*=***e***y***u
Reviews: 7 reviews

Name: ISM**I*** **STA*RA**
link: ht*ps://**w.***gle*****map*****rc**I*M**I***+R*S*A**ANT/@**4*5**50****9**9*1*0.19*2*599***9***authu***=0&*l=en**n***=t**
Reviews: 5 reviews",htt*s*//*am**a*******.*usi*e*s*s*te*,False,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,J*mir*n*s*Ca** *****r),*tt****/*w**g**gl*.*om***ps**o*t*ib/*037**6***0534*14*7**,htt**:*/l****oogle*s**co*ten*.com*p*AF1*i**4**Js*1kt*Rp*******L*R***Q1***8******=w***-*3**-k-n*,Asian restaurant,Asian restaurant,4.5,5*** *m,***urd*y,**1*56** 11**,"Jamiran's Cafe, Kedai Makan Ishak Daud, Lot 5330, Jln Guar Syed Alwi, Kampung Guar Syed Alwi, 01000 Kangar, Perlis",,https://www.google.com/maps/place/Jamiran%27s+Cafe/data=!4m7!3m6!1s0x304c9916e2c016f9:0x55f94e7ec811148a!8m2!3d6.4157904!4d100.2019302!16s%2Fg%2F11bzs20m04!19sChIJ-RbA4haZTDARihQRyH5O-VU?authuser=0&hl=en&rclk=1
ChIJd4yZ_LyXTDARtFo0IFJKEUQ,Rumah Makan Cafe,A*i** **od,False,85,"Name: Ng****g Kop****m
link: *tt*s:**www*go*g*e*com**a****ear**/**ula****o*iti*m***.4824*03***0.*47**3*?*u***s*r****l****entry***u
Reviews: 503 reviews

Name: *ar*** Na**
link: h*tps*//***.*o***e****/**ps/***rch/*a*****Na**/@**4*6431*,*00***5***7**99*9*?aut*u*er=0*h***n&*nt***t*u
Reviews: 37 reviews

Name: ****er Pa**n**Pau*
link: ****s:****w*g*o*le.**m/map**sear**/*ur*****ad**g*P*****6*4****88,*0*.*19*8*3?*u*hus***0*hl*e**en*r*=ttu
Reviews: 7 reviews

Name: *e*er**Em*u*
link: ***ps://ww**goo*l**c**/m**s/sear**/*el*****m***/@6*48*******9*99*****0*.20*11*****9*9**a*thus**=*&hl*en***tr**ttu
Reviews: 5 reviews

Name: *e*ai***ka* P***u
link: *t***:*/ww**google*co*/m**s/**ar**/*ed*i*M*ka*+**k*u/@*.***613***0.2*****2*au*****r=****=en*en**y=***
Reviews: 1 reviews",**tps:*/*ww**a*e*ook**o*/Rumah*M*k*n-****1*******2*1*,False,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,*umah Ma*******e *O***r),ht***://ww***o*****com/*ap*/**n*r****0*22*1*1**21**9*05*3,*tt*s**/lh***oog**user***t****c*m*p/AF1*****5******LVJ*qA**H*DzyS*5*qs**Rd**oIER=***8-*544*****,Restaurant,Restaurant,4.2,8*** a**5*3**pm,*ond**,0*9-*** **88,"Rumah Makan Cafe, Lot 1170, Jalan Kaki Bukit, Kampung Paya, 01000 Kangar, Perlis","*en*o*, *a*s*, ro**",https://www.google.com/maps/place/Rumah+Makan+Cafe/data=!4m7!3m6!1s0x304c97bcfc998c77:0x44114a5220345ab4!8m2!3d6.4925787!4d100.2194903!16s%2Fg%2F11kd5qx48x!19sChIJd4yZ_LyXTDARtFo0IFJKEUQ?authuser=0&hl=en&rclk=1
ChIJ4RZwg_6iTDAR1zl9W7Li9Xc,An Ke An Di Cha Can Shi ,,False,77,"Name: K*k C**o*C**f*e ***p*Zhu **Pei Shi 
link: ht***:**ww**goog******/m**s*s***c*/**k*C*oo***f**e+Sh****E*%***A0*E5**7*9***5*92%96%*5%95%A1%E5**E%A4**6.436*3*9,*00*3*2*3****uthus***0&*****&*n*******
Reviews: 66 reviews

Name: Feng *Pei **
link: h****:/***w.**og*e**om/*a*s*s**r**/%E**A3*8E**5*92%**%**%9**A1%*8*8C%B6*******A4/***4*6*55,**0*3**92******huse*=0***=e***ntry=**u
Reviews: 58 reviews

Name: **mm**Rest****nt
link: htt**:**ww****og***c*m***p**s*a**h/Yu**y**e*ta*****/@6*4*91*85*100**0**54***ut***er=**hl=e***ntry=t**
Reviews: 23 reviews

Name: Uncl****nt***opit*am*S****a* M*e*Kolo* &*N**i***o****
link: *tt*s*****w.*oogle**o**maps/s*a*ch***cle+A****+*o*i****+S**a*a***e*+**********N*s*+*k*nomi/**.4*61*86*9***999,***.30*5**3*auth****=0**l*en&e*try***u
Reviews: 23 reviews

Name: L**tle*K**c**n **Fang 
link: *ttps:/*ww***o*g*e*c****ap***ear*h*Lit**e*K*t*hen+**5%**%8**E**8*%A8%****8**F**6.4**411***00.3*33*54*au*h****=****=****ntry****
Reviews: 5 reviews",*t**s*//m**ace**ok.*om**n**a*p**hd*n****e****r**pos**/153130*7**2***72,True,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,An Ke *Di Cha *Shi ***wn***,,*tt*s***lh**g*o*l*u*e*conten*.c****/**1Qi*N*S***1**C***t*Z********3*W*zFF*S*X*1z=w**1-h*4*-k*no,Restaurant,Restaurant,4.3,8 am*****,"W*d****ay, *hur***y",*1**43* 23**,"An Ke An Di Cha Can Shi , Pauh, 02600 Arau, Perlis",p***e,https://www.google.com/maps/place/%E5%AE%89%E5%8F%AF%E5%AE%89%E5%A8%A3%E8%8C%B6%E9%A4%90%E5%AE%A4/data=!4m7!3m6!1s0x304ca2fe837016e1:0x77f5e2b25b7d39d7!8m2!3d6.4361397!4d100.3015635!16s%2Fg%2F11dxl6vz_z!19sChIJ4RZwg_6iTDAR1zl9W7Li9Xc?authuser=0&hl=en&rclk=1
ChIJkacAQ6eZTDAR5D5MihUoswM,Blanja Cafe 2,Nas**A*a* *a*na**dan*S*l*ra******,False,55,"Name: *o*ia**e***ur*nt
link: ht*ps:*/**w.**og***c*m**a**/*ea**h/K****+Re***ur*n*/****18*5*2**0*.*3*4394*aut***e*=0&h*=****n*ry*t**
Reviews: 201 reviews

Name: *ole****Kit*h**
link: h***s:/*w*w.*oog*e.c****aps*se*r*h***leh*a**it*hen**6***7*3*,*00*2*8535*****9***a*t*use**0*hl**n***tr**t**
Reviews: 96 reviews

Name: *O*T K*tc***
link: h***s:**www*g***le**om**aps**ea**h/*O****itc*e*****44*7*65999*9***,1****809772*a**hu**r=*&*l=e**e**r*=***
Reviews: 48 reviews

Name: *e** in c***
link: h*tp*:*/ww**g***le.***/ma*s/*earc*/*eon+*n+**f*/@**4106****9*****95,****282*9****9**9*****h*****0&*l**n&entry*t**
Reviews: 2 reviews

Name: SH**AS **R*** SP*C**C**C*E*
link: *t**s*/**ww.**o*****om**aps/sea**h**H*B*S***R*AN*SPIC*+*HI***N/***4***2**,****1985*56*a**h*ser=0&*l=*n&e***y*t**
Reviews: 1 reviews",*tt*s*//*w*.f*ce***k******r*****.*h***d=10*0*30*098*6*7&mi*e****=Z*W*wL,False,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,***nja **f* 2 **w**r*,**t**:/***w.goog*e.com/***s******i*/****55*6*2****890*799,**tp**//lh*****gleuse*con*e*t*c**/**A*1**pM*****X*d*1jb**z*Q*****rz*xlTRKA7F****=w****h5**-k**o,Korean restaurant,"Korean restaurant, Nasi restaurant",4.1,*1**m*6:3**p*,Su*d**,*1*-7*2**6*7,"Blanja Cafe 2, No.18, taman pertiwi indah, Kampung Seriap, 01000 Kangar, Perlis",***c*en,https://www.google.com/maps/place/Blanja+Cafe+2/data=!4m7!3m6!1s0x304c99a74300a791:0x3b328158a4c3ee4!8m2!3d6.4150607!4d100.1826417!16s%2Fg%2F11q3rj5tx1!19sChIJkacAQ6eZTDAR5D5MihUoswM?authuser=0&hl=en&rclk=1
