place_id,name,description,is_spending_on_ads,reviews,competitors,website,can_claim,emails,phones,linkedin,twitter,facebook,youtube,instagram,owner_name,owner_profile_link,featured_image,main_category,categories,rating,workday_timing,closed_on,phone,address,review_keywords,link
ChIJQXz41FOZTDAR0AjcoWRjhkQ,Restoran Mee Zdin,,False,672,"Name: Mee*Zdin****e*****ar
link: **tps:***ww.goog*e.c**/**ps***ar*h/M**+Z*i***a**+Kan*******439*6589*99*9***1***1*65**2?a*th*s*r**&hl*****n****t**
Reviews: 15 reviews

Name: **e**e*u* *ok Ki**
link: *ttp*://**w.*oogl*.com/*****sea***/******b***Tok+*i***@*.*4*1**,*0*******19?au***s*r=*&*l*en*entry**t*
Reviews: 15 reviews

Name: ****i mak*n D*e***l*
link: ***p***/**w*g***le.*****a*s/se****/K**ai+m*k*n+*ee*m*lo**6*396**95**00*0**,1****6*50**?**th*se*=0&hl*en&***ry=***
Reviews: 0 reviews

Name: W**t*n*Me*
link: h************o**l*.*om/m*ps***arc*/W*nta***ee*@6*3*96*5699*9**99**100.1326*1?a*****e*=**h**e***n*r**t*u
Reviews: 0 reviews

Name: 7*7*st***o*
link: *ttp*:*/ww*.***gle***m/ma****e***h*78*+*t*t*on/*6*3**9*78**0*.133*0*1*au**u****0&**=e****t*y=*t*
Reviews: 0 reviews",,True,,,,,,,,R*s**ran **e **in*(***e**,,*t*ps*****5.g**g*euserco*t**t.**m/***F1*ipNN7B1***m*x8KG****l*5c*c*T*R****G****Y=w****h30**k***,Noodle shop,"Noodle shop, Breakfast restaurant",4.4,*:** a*-6*3**p*,**n*ay,*13-51****4*,"Restoran Mee Zdin, Depan sek ren kayang bohor lateh(jalan lama ke, Kuala Perlis","*r**e, **e go**n*, **m*k, *ee***b*s, d*i**s, nas****re**, padd****e**, ud***, b**ak*a**, va***t*",https://www.google.com/maps/place/Restoran+Mee+Zdin/data=!4m7!3m6!1s0x304c9953d4f87c41:0x44866364a1dc08d0!8m2!3d6.3962271!4d100.1783447!16s%2Fg%2F11c3k2w5bh!19sChIJQXz41FOZTDAR0AjcoWRjhkQ?authuser=0&hl=en&rclk=1
ChIJAW3Q6ISbTDARDmmu_18V_Wg,Restoran Nelayan,,False,615,"Name: *** Thi** S***o*d R**ta*r**t**Tian *Xian 
link: ht**s:*/ww**g*******om/ma**/s**rc*/*ai*****n*Se**oo**R*stau**nt+***%B5*B*%E****%*****%B5%**%*9%*2%*C/*6**943***,1*0****36*1*au*hu***=0&h*=****nt*y*tt*
Reviews: 1505 reviews

Name: *IZ*****IK** BAKAR***L*
link: *t*p**/**w****o*le*c***m*ps**e*rc*/LI****T+I****BA*AR+KO**/*6.394372**1*0*1*0517****thus**=**h*=e********ttu
Reviews: 460 reviews

Name: Mon****an*Ba*** * ****n*n La*t
link: htt**:/**ww.g*o**e.****maps*searc*/******k*n*B*kar*%2**M*k*n*n+*au*/*****5*904,*00.**8*7**999****?****u*er=**h**en***t*y***u
Reviews: 237 reviews

Name: ***an****n****ar, J**i**uala*Per*i*
link: h*t*s:*/*******gl*.com/m***/s**rch*Meda*+*k**+Bak****C+J******a*a+*erlis***.****4*6,**0*******6**99999**u*hus*r*0*h*=*n&**tr**tt*
Reviews: 61 reviews

Name: K*a***P*r**s*S****od **s*a*rant
link: ht*ps*//*w****o*l*.c*m*m**s/*earch/*u*l*+P**li*+**a***d*R****u****/@*.*9*05***100*13451*4*9*99*9*a***u*e****h**e****tr**ttu
Reviews: 11 reviews",,True,,,,,,,,*es**ran*Nel***n ***n**),,https*//lh5**********rc**te**.c**/p*AF1Qip*j***O***t**Y*4*M*_47*Hw********g*S*Xz*w4*6*h**0*k-*o,Seafood restaurant,"Seafood restaurant, Restaurant",3.4,9:*0****** pm,*p*n A*l ****,,"Restoran Nelayan, Pekan Kuala Perlis, 02000 Kuala Perlis, Perlis","*a*s*, p*i**, **semb**, **ren*, *ot**g, k*t**, l**c*, t*pu**, *e* r**u*, m*la* f***",https://www.google.com/maps/place/Restoran+Nelayan/data=!4m7!3m6!1s0x304c9b84e8d06d01:0x68fd155fffae690e!8m2!3d6.4014668!4d100.1329806!16s%2Fg%2F1hc28_nyx!19sChIJAW3Q6ISbTDARDmmu_18V_Wg?authuser=0&hl=en&rclk=1
ChIJHVxGe5mXTDARqxaWFkjqmNQ,Ngulang Kopitiam,"***l*** Ko*i*****(**si *a*i* **al***ke**i**l**a** k***ik *an**m**g*i*a**kan*pelbaga**s*ji** *ra***io**l**S**sa******ai**ihi*** d*n**n p*lba**i*bar**g***an*i* *aman*8*/*0*an
*******g**o**t*am**Ses* Mala***k****t*****m*la berope**si*pad**15 O*o**2*23 d*n **n**ida*g**n*s*j*a*-*aj*a* *en*rik se*erti **** K*** Te*w,**ih******gap***, R*ti*Sa*g***a***R*ti *****g**ur***",False,503,"Name: ***I*OK
link: **tp*:**ww**g**g*e.*om/m*p*/***r**/***I*OK*@*.*2**858***0.*9*1****auth*s*r=*&h**e**e*tr*=t*u
Reviews: 313 reviews

Name: *u**h M**an**af*
link: *t*p**//w*w.goog***com**aps/s*a******ma**Ma*an+**fe/***4*2*7*7*1*0.**949*2*99**9***u****e**0&hl**n&*n***=***
Reviews: 85 reviews

Name: ki* t***ko*i*i**
link: ****s**/*ww*goo*l*.*o***a**/*ea***/***+t**+k*p***am**6.43*9*61,***.1*54**8*9**9*9?**thus*r=0****en*ent*y*t*u
Reviews: 22 reviews

Name: Ka**a***o*it**m
link: ht*ps://w**.****l*.c*m/*a**/se*****K****r+*o**tiam**6*4*3*459,*****9*693*?*u***s****&hl**n&*nt*y*t*u
Reviews: 15 reviews",,False,,,,,,,,Ng*l*ng****i**a****wner),h*t*s:*/ww**g*ogl*.*om**a**/*o*t*ib**1*29*0******0*3*2*8*,**tp**/*l*5**oo*l*use*****e**.c**/*/**1QipOA*FRX4*m*Yb**W**QS**FY*9o***a3M****_*=*4**-h***-*-n*,Family restaurant,Family restaurant,4,*:3**a*-* p*,**dn**d*y,*1**45* 4**2,"Ngulang Kopitiam, 410, Jalan Jejawi-Tok Kayaman, 01000 Kangar, Perlis","*asi**e*a*, lo***n*, *a**a, *** *ari, ***or*es, **n*an*, ***i*ue, *a** da**n*, no***l**c, g*l**",https://www.google.com/maps/place/Ngulang+Kopitiam/data=!4m7!3m6!1s0x304c97997b465c1d:0xd498ea48169616ab!8m2!3d6.4824303!4d100.2478131!16s%2Fg%2F11rncpvvtr!19sChIJHVxGe5mXTDARqxaWFkjqmNQ?authuser=0&hl=en&rclk=1
ChIJg4T5_oCbTDARHNtgDPyEJ0w,LIZAMAT IKAN BAKAR KOLA,M*nye**aka**p****g*i *e*** *a****n*pa**s*a*a Thai*da* ****yu*.,False,460,"Name: M*n***ka* B**ar*****kanan*L**t
link: *t***://www**oo*le*co***a*s/se****/*ona+*kan+Baka**%2*+***a*a**L**t***.39**9***100*1****1*9*9999*?********=0*****n&**tr*=t*u
Reviews: 237 reviews

Name: **za Mat **a****k**
link: ht*ps:/**w*.g*o*l****m*ma*s/****ch****a+**t**ka*+B*k*r*@**401*****1*0***4283****99*9***thu*er*0**l*en&e*t**=*tu
Reviews: 117 reviews

Name: M**** I*** Bak*r,*J*t**K*ala*P*r***
link: htt*s:/*ww*.*****e.c*m*map**s*a**h******+**a*+Bakar*2****t*+***l*+Pe**i**@***9844*6**0**129*8****9***9?auth*s*r=*&*l*e**en*ry***u
Reviews: 61 reviews

Name: K*** -***** *kan **kar
link: htt*s:/******o***e*c*m*map****a**h/Ko**+*+K*l**I***+Bak****6.3798*7*,1**.***4****a*thuse**0***=en*en**y*t*u
Reviews: 38 reviews

Name: K****** Ika* *a*ar
link: https:****w.g*og**.**m**aps**e*r*h*K***B*e+Ikan+B*k**/*6.****55**000*0*0*,10*.*******0*0**0*?**t**ser***hl=**&***ry=***
Reviews: 21 reviews",,False,,,,,,,,*I*AM*T*IK*N BAK***K**A***wn***,**t*s:******goog***com/m*ps/****rib/*105**3**2299**3*****,h*tp**/*****go******e*cont*n**c*m*p**F*Q*pM9*ha**_xZ*IR*Vnr*U***o*****adL**a*hhh*w4*6**24**k-n*,Restaurant,Restaurant,4,**3* ***12*am,*pen *****a*s,0**-*32 ***6,"LIZAMAT IKAN BAKAR KOLA, LOT 7 & 8, KOMPLEKS MAKANAN LAUT (KOMALAUT), JALAN KUALA PERLIS,, Jalan Kuala Perlis, Pekan Kuala Perlis, 02000 Kuala Perlis, Perlis","se****d, p***e, fa*i**, **n*er, **r*in* s**c*",https://www.google.com/maps/place/LIZAMAT+IKAN+BAKAR+KOLA/data=!4m7!3m6!1s0x304c9b80fef98483:0x4c2784fc0c60db1c!8m2!3d6.3943723!4d100.1305179!16s%2Fg%2F11clw31tkq!19sChIJg4T5_oCbTDARHNtgDPyEJ0w?authuser=0&hl=en&rclk=1
ChIJw3b_r7eZTDAR_1CFCOFvATw,Anissa Kitchen,****o*d*re***ur*nt* *u*t**l* f*r*f*mi***or*a*y*eve**.*.,False,408,"Name: ***i Kitc*** *e**i*
link: *tt*******w.goo**e****/maps/**arc**Mi*i+*it*h***Perlis****45*****,*0**2***426?a*thu**r****l**n*e**ry=*tu
Reviews: 2 reviews

Name: **k**hun *ed***Ma**n
link: **t*s****w*.*oogl**co*/*a*s****rch*Ka**S*un+Ked*i+Ma*****6.**5*6***999*999**1*0*214*88*9***99*?a*th****=0**l****e**ry=***
Reviews: 1 reviews",,False,,,,,,,,*n***a K*tch** (O*n***,**tps:/*ww**g*ogl******ma*s*co**ri**11***4*1*62****22**10,***ps:/**h*.*o*gl*user*o****t.*o****A*1Qi***b**sPk*Bm*K**DN**C**3*aGxV**d6**kM*****0**h306**-n*,Restaurant,Restaurant,3.9,5*pm-**:** **,Tu*s***,0*1**6** 7*3*,"Anissa Kitchen, Persiaran Budi, Jalan Kaki Bukit, Taman Guru Jaya, 01000 Kangar, Perlis","pr***, na*i g*****, **rki**, c*i***n, **m**ies",https://www.google.com/maps/place/Anissa+Kitchen/data=!4m7!3m6!1s0x304c99b7afff76c3:0x3c016fe1088550ff!8m2!3d6.4520039!4d100.2057467!16s%2Fg%2F11d_tl18p7!19sChIJw3b_r7eZTDAR_1CFCOFvATw?authuser=0&hl=en&rclk=1
ChIJtUfe7qOZTDARu0VQTvhnLpY,Restoran Maju Ahammad,,False,387,"Name: H*mee****si **nd*r*Be***u*
link: *ttp**//w****oog*e*co**map***e*rch/H*meed**asi+***da*********/**.*3**914******97*4*5*au***s*r=***l=en&*n*r*=*t*
Reviews: 387 reviews

Name: M*i C***
link: h*t*s*/**ww*g*o*l**c*m**aps****r***M***C****@6.451**4**10*.20**21****t*u*er=0&*l=*n**nt**=*tu
Reviews: 226 reviews

Name: ***i*a**N*si K**d*r
link: http***/w**.**o****com**ap*/***r**/**t*m***N*si+*and*r/*6.4*675*8*1***1***96?aut*us****&*l**n*ent**=***
Reviews: 73 reviews

Name: *est******smai*
link: ****s://www.*oo*le.**m/maps*se*********o**n**sma***@*.*45***89*999999,100******8*99*9**9?a*t*u****0**l**n****ry**t*
Reviews: 28 reviews

Name: R**to**n Maj**J***
link: h*t*s://www*goog***co**m*p**se**ch*******a*+*aju+***a***.*3*5*89*9*9**99*10*.**7640***9*99***u*h****=0&*l**n**n*ry=*t*
Reviews: 1 reviews",,True,,,,,,,,R*st**a* M*ju **a******O*ne*),,h**p*:**l**.go*gl*use*c**t**t.com/*/A*1*i*****Jl9b*Rr*4*5**G*EB*f*-lCq*E**x*3R********h**0****o,Restaurant,Restaurant,3.5,**en**4*h*u*s,**e**A*l **ys,****4*4 810*,"Restoran Maju Ahammad, Lorong Pokok Sena, Kampung Tok Peduka, 01000 Kangar, Perlis","*a****** chi*ken, **an, *am**, *l*a***ne*s, **rr*, ***ces",https://www.google.com/maps/place/Restoran+Maju+Ahammad/data=!4m7!3m6!1s0x304c99a3eede47b5:0x962e67f84e5045bb!8m2!3d6.4393654!4d100.1973738!16s%2Fg%2F11cjhqxj7y!19sChIJtUfe7qOZTDARu0VQTvhnLpY?authuser=0&hl=en&rclk=1
ChIJSS4edrGZTDARdXFmpQx3pcw,Bomaq Cafe,,False,312,"Name: Bos*ku***u**
link: ht*p*:**w**.g**gl*.*****aps*se**ch/B*s*ku*Ho*s*/@6**4**036**0*.20**44***9*99*?****u****0&***e*&e**r**ttu
Reviews: 485 reviews

Name: *a*a***af* &*Sp*c*
link: *tt**://**w*g*o*****om***ps/s**rc***ap*q+**fe+*2******e*@6*447639**0*.**2*7**9*99******t**se*=0**l=en&e***y*ttu
Reviews: 223 reviews

Name: **xa ***e
link: ht*p*:**w*w.go*gl***om/ma*s/s*****/Pix*+*a**/*6*4*3732******1***7*******s***0*hl*en*entry***u
Reviews: 89 reviews

Name: *E**CI*** HOUSE*C***
link: *ttps*//*w*.goo**e*c*m*ma*s*sear*h*M*LI*I*US**O*SE+*A*E/****52**59*****9**,1**.2*8**1***9*9*9*au****e****h****&en**y=tt*
Reviews: 0 reviews

Name: M&**D*L**io*s *a**
link: *t*ps*/**ww.g***le.**m/**ps*****ch/**2***D**7*ic****+*a**/*6*437**88*99***9**100*19012**?**th*s*r=****=**&**try=t*u
Reviews: 0 reviews",,True,,,,,,,,Bom*q *af* *O*****,,*ttp*:/***5.***gl**se****tent*c*m*p/AF**i*MA*MH**0Er**c****5**az*C****z*Ss*v-*d4***2*-*2*0*k*n*,Bistro,Bistro,4.1,*:*0**m*12 **,*o*da*,*17-58****9*,"Bomaq Cafe, 130, Persiaran Jubli Emas, Perlis, Malaysia, 01000 Kangar","pr***, ch**, **mb, di***r",https://www.google.com/maps/place/Bomaq+Cafe/data=!4m7!3m6!1s0x304c99b1761e2e49:0xcca5770ca5667175!8m2!3d6.4400638!4d100.1985585!16s%2Fg%2F1pzvzztxx!19sChIJSS4edrGZTDARdXFmpQx3pcw?authuser=0&hl=en&rclk=1
ChIJd5AfoqiZTDARsgqun5FpmfI,The Kabin,,False,285,"Name: k** to* *o**t*a*
link: ht***://w**.g***l**co***a*s/*ear****i*+******p*ti*m/*6**3*966***0****54**89999999*aut*u*er=**hl**n**n**y**tu
Reviews: 22 reviews

Name: *it**** Caf*
link: *t****//*w**g*****.**m/ma**/s*****/Ki**h*n*Ca*e/@6*4*52***,*0*.2*1***59*****9*a*thuser=0&*l*en&**try***u
Reviews: 4 reviews

Name: R*st**** T** T**ng
link: htt*s*//**w**o**l*.*o**m*p**se*r*h/***t*ran+****T******6.4*6657899**99**,**0.*9**9509**9*9*?a*thu*****&h*=*n*en**y**t*
Reviews: 4 reviews

Name: W*ro** ***t*na
link: ********w*w*g**g*e*com***ps*sea*c*/War**g+**n****/@*.4485*7*9**9999**,*****0**93**aut***er*0&hl*en&***r*=tt*
Reviews: 3 reviews

Name: *he***b*n
link: h****:/****.g*o***.**m/**ps**earch/**e+C**in**6.***89***9*99**9*100.**044*****t*u**r=*&h**en&e*t*y*t*u
Reviews: 0 reviews",,True,,,,,,,,*****abin (O****),,*t**s:/****.*oo**eu*er**nt**t*co*/**AF*Qi**pm*u*NF0s**Mzu*v****v*****UN*agc*m*G***4*8*h306**-**,Restaurant,Restaurant,4,,*pe* *l* *a**,0*7**8***300,"The Kabin, lot 93, Jalan Kampung Bakau - Padang Behor, Kampung Bukit Lagi, 01000 Kangar, Perlis","p**c*, c*i**e*, s*t**, *e*t**n f**d, ch**, **i*k, *l****pep*er, pa***n*, s**c*, *ril***",https://www.google.com/maps/place/The+Kabin/data=!4m7!3m6!1s0x304c99a8a21f9077:0xf29969919fae0ab2!8m2!3d6.4329333!4d100.1979886!16s%2Fg%2F11hy_p8rlz!19sChIJd5AfoqiZTDARsgqun5FpmfI?authuser=0&hl=en&rclk=1
ChIJhTsX74ebTDARsA5ug9Kx7dU,Sadiah Cafe,*r**kfa** an**D**n*r,False,277,"Name: *n**B**g*r*D' *af*
link: h*tps*/*w***g*og*e.co*/map*/s*a****A***B******D***%**%*9*Caf**@**44*73***0***6**9**9*9999**a**hus**=0&hl=***e**ry*ttu
Reviews: 1348 reviews

Name: R*s*oran H***** ***z**h ***leh
link: ht*********.**o**e.com/*aps/s*a**h/R**t*ra*******h*F*rz****S**l*h/**.398*8*****0*1297*97?**thu**r=0**l**n&*n***=ttu
Reviews: 8 reviews

Name: D'*e*a****T**ek
link: h**p**/*w*w.go**l**com***p*/**ar*****27Sera*b*+*as*k***.50****2*9*999***10*.2**1**1?aut****r**&h*=en*e**ry***u
Reviews: 1 reviews

Name: *atay ***e*i *o***
link: ***p*:*/*w*.*o***e.****ma*s/se**c*/**tay***s*p***on***@*.4408*4*9*9*99***1*0*178*07*?a****ser***h*=***en*ry=tt*
Reviews: 0 reviews",,False,,,,,,,,**d*** Cafe (***e**,***ps:*/*****o*g*e.**m*ma**/**n*r*b**0**4*9**01597*55991*,h**p***/***.*oog****e***ntent*co*/*/****ip*3P*MI***K*i*pyR*V6*B**R*YNb***h****Zo=w4**-h**8-**no,Restaurant,Restaurant,4.1,8*1* *m**5:30-*1**0***,*ed*es***,***-4*7*9*70,"Sadiah Cafe, Lot 843, Jalan Wang Ulu, 01000 Kangar, Perlis","*r*c*, *n****nme*t, **op, **nn*r, *a**y *i*l*, s**s*a, o**d, *i** a*d*c*i*, bu***r, *a*i",https://www.google.com/maps/place/Sadiah+Cafe/data=!4m7!3m6!1s0x304c9b87ef173b85:0xd5edb1d2836e0eb0!8m2!3d6.4593246!4d100.1635164!16s%2Fg%2F11tb3r5l4w!19sChIJhTsX74ebTDARsA5ug9Kx7dU?authuser=0&hl=en&rclk=1
ChIJKfyjPYuXTDARwsBz75Ta_ek,D' Qrua Thai Cuisine,,False,256,"Name: *as***Tom**m
link: *t*******w*.*o*g*e.c****ap*/*ear**/***i*+To*yam***.*4589539*99999***10*****93699****99?a******r=0***=*****try=tt*
Reviews: 199 reviews

Name: A*it**Tha****o* *o**er
link: h*t*****w****oogle.co*/ma*s**ea*ch*****a+****+Food**o**e*/@6.*71836**0*0*0****0*.*7****9**ut*u*er*0*h*=*n*e**r***tu
Reviews: 9 reviews",,True,,,,,,,,*' Q**a**hai *****ne (**ne**,,h*t****/l**.g*o***us*r*o**ent.c**/**AF1**p*v3Q***J4V*qD*dp*Bd*****oK*6*BFd*QQQ***w****h54**k***,Family restaurant,Family restaurant,4,*-1* **,**en *ll*D***,0**-5** 5**1,"D' Qrua Thai Cuisine, Jalan Kaki Bukit, Kampung Padang Pauh, 01000 Kangar, Perlis","t**y*m, *r*c*, c**a*",https://www.google.com/maps/place/D%27+Qrua+Thai+Cuisine/data=!4m7!3m6!1s0x304c978b3da3fc29:0xe9fdda94ef73c0c2!8m2!3d6.489722!4d100.2172601!16s%2Fg%2F11h0mjpj57!19sChIJKfyjPYuXTDARwsBz75Ta_ek?authuser=0&hl=en&rclk=1
ChIJMy-q50yYTDARmY_ZxpErx-8,Nasi Ganja Repoh (dekat RPA),,False,255,"Name: N**i **a* *ep**
link: h*t*s**/www.**og**.**m/m**s***a*c***as*+**a***e***/@6.445*73**9*9*999*1**.****1****99**9?a*thuse**0&*l*en**n****tt*
Reviews: 77 reviews

Name: N**i Gan***O*i*in*l**deka***e***n*
link: h**ps****w**goog***com/m*p*/sea*c*/Na*i*Ga****Or*gina*+%2*de*at*P**ro*%**/@*.4*****6***0*21*73******hu**r**&***e****try*t**
Reviews: 32 reviews

Name: Bur**r**ep**
link: ht*****/w*w.googl*.***/*aps*sear***B*rger+R***h*@*.4****019999*********2*****2**ut**ser*****=*n*e*try**tu
Reviews: 10 reviews

Name: Mu*t*bak *****
link: https:/**w*.*****e.com/**p*/s**r***M***ab*k+*ep******44*5**4,***.21*7*8***u***s*r=0&**=*n&e***y**tu
Reviews: 3 reviews

Name: *ar****N*si *a*j*
link: ******//*ww.g*o****c*m/m*p*/s**r*h/W*r*n*+**si+**nja/@6***2***5*1*0.**7*****0**0***auth*se*=0&*l*****ntr*=*tu
Reviews: 1 reviews",,True,,,,,,,,*asi G**j**Re**h (dek*t********w**r),,h*t****/lh*.**o*le*se*c**t*n*.*om/p/****i***G*R*11**yP4*B**oxPA*1*****XR*p*D***D*w42***240*k**o,Restaurant,Restaurant,4.2,9 *m-*:****m,Op*n *ll*****,,"Nasi Ganja Repoh (dekat RPA), 703A, Persiaran Jubli Emas, Kampung Tanjong Gorah, 01000 Kangar, Perlis","ri**, *ried***i**e*, *ake ****",https://www.google.com/maps/place/Nasi+Ganja+Repoh+%28dekat+RPA%29/data=!4m7!3m6!1s0x304c984ce7aa2f33:0xefc72b91c6d98f99!8m2!3d6.4463781!4d100.2169422!16s%2Fg%2F11clvnh4vd!19sChIJMy-q50yYTDARmY_ZxpErx-8?authuser=0&hl=en&rclk=1
ChIJeSYdimmZTDARwils_Zz0HtM,Kedai Ikan Bakar Perlis Qaseh,,False,254,"Name: R*s**ran *pi******kan ****r
link: ****s:***ww****gle.***/ma*s/*ear**/R*st*ran*A*i****+I*an+*a*ar/@6.*****7**1*0*1***6*599*9**9?**t*use*=0*h**e****t**=*t*
Reviews: 2264 reviews

Name: ***to*a* *e*aya*
link: h***s****w***oo*l********p*/****ch/Re*tor***Ne*ay*n*@****1**68**00*1***80*?au*hu*er=*&hl*e*&ent*y=tt*
Reviews: 614 reviews

Name: Rest**an *****g *u**n*
link: ht****/*****go*g*e**om/m**s*se*r*h**estoran+Sa**ng+*u*u*g***.***1**29***9*99*10*.2***2*1?*u*h***r*0&***en**n**y=t**
Reviews: 357 reviews

Name: ****t** *k** Ba*ar*K*****Perlis
link: h*t**:**w*****og****om*m*p***ear***A*p*tr*+I***+Ba*a*+K**la+Pe****/@6.*9*1237*1*0****1**?**thu***=0&h*=e***nt*y=t**
Reviews: 207 reviews

Name: *u* I*** B*k*r
link: htt**:*****.*oo*l******m**s/se***h/N****kan+****r***.402****0*.**72**1?authuser**&**=*n&e*t*y*tt*
Reviews: 54 reviews",,True,,,,,,,,*edai Ika* *a**r**e**i******h*(**n*r),,h*t*s**/l*5*googl*us*****t*nt*c**/p**F**i*N2*7**X**ro*j*vpcQ***7*******l*P*5M7*k=**08-h3**-*-**,Seafood restaurant,Seafood restaurant,3.9,*0*3* a*-1***0*p*,*u***ay,0*6*664*4***,"Kedai Ikan Bakar Perlis Qaseh, Kampung Bintong, 01000 Kangar, Perlis",,https://www.google.com/maps/place/Kedai+Ikan+Bakar+Perlis+Qaseh/data=!4m7!3m6!1s0x304c99698a1d2679:0xd31ef49cfd6c29c2!8m2!3d6.440834!4d100.1799485!16s%2Fg%2F11c32814cc!19sChIJeSYdimmZTDARwils_Zz0HtM?authuser=0&hl=en&rclk=1
ChIJJ6JYL2WbTDARzBQRHZJwMC0,Asputra Ikan Bakar Kuala Perlis,As***r**I*** *a**r ****a***rl*s *erk**** d****n ika* b*kar*****pi*a*a* Kua** Pe**is.,False,207,"Name: Res*o**n A*i*Ap*******B*ka*
link: *ttps:/**ww***og***c****aps/****ch/*e*toran+A*i*A**+***n*Ba****@***0**6*4,*00.*41364****9999**uthu**r*0*h*******t**=t**
Reviews: 2264 reviews

Name: D*iya****n**a*a****Se*food
link: ***p*://*ww.**og****om/map**s***ch/*h*ya***an+Ba*******+Se**o***@6*3**9**3,**0*1330**1*a*th**e*=*&h*=**&e**r*=**u
Reviews: 553 reviews

Name: ***a*- ***a Ik*n Ba***
link: *tt**:*/**w.****l**c*m***p**se***h/K*la*-+**la**kan+***a***6.*79*2**,*****384****au*huser*0*h**en*entry=*t*
Reviews: 38 reviews

Name: *a* **e **an**a*ar
link: **tps:/*w****oo*l**c**/ma***s*******ak+*****ka*+**k*r/***3*385*40000****5**********41***0**1*a*thuser*0&hl=en&e*try*ttu
Reviews: 21 reviews

Name: *ae*a***k*n *ak*r*Se*foo********rant
link: **t*****ww*.*oog*e*c**/*a******r*h**ae*ah+*k*n+B*ka*+Sea*o*d+*e*ta*ran***6.***99*5**00**28**2*?****us******l=en&en***=tt*
Reviews: 6 reviews",,False,,,,,,,,****t** Ik*n Ba*** K**l* P**lis ****er*,ht****//**w*goog**.*o*/*a*s****tri**1055**7*6*0*****778*1,h*tp*:/*lh****o*****erc*****t*co*/p/****ip**7aWG4**3*gI**3*Tw*****wrC***Hi7s**xT=**0**h*06**-no,Ikan bakar restaurant,Ikan bakar restaurant,4.3,5**1**m,*p*n **l**a*s,01**3*2**20*,"Asputra Ikan Bakar Kuala Perlis, Batu 6 3/4, Jalan Kuala Perlis, Pekan Kuala Perlis, 02000 Kuala Perlis, Perlis","*r*c*, *e*f**d, si**a*, **r*i*g, s*mb**",https://www.google.com/maps/place/Asputra+Ikan+Bakar+Kuala+Perlis/data=!4m7!3m6!1s0x304c9b652f58a227:0x2d3070921d1114cc!8m2!3d6.3951237!4d100.137187!16s%2Fg%2F11fp1ds1xq!19sChIJJ6JYL2WbTDARzBQRHZJwMC0?authuser=0&hl=en&rclk=1
ChIJw3Rrh7ybTDARnGNDnf5in_4,Koria Restaurant,,False,201,"Name: *a**T*i** S**f*o* *e**a*ra***Hai Tian Hai Xian 
link: *ttp*://*w*****g**.com**ap***ea*ch*Hai+*hi*n**eaf*o*+*est**ran*+*E6%******E5**4%A**E*%*5*B**E9***%*C***.****2*1,1**.1*93**1*a****s*r=**hl=e**e***y=t**
Reviews: 1505 reviews

Name: Bl**j**Ca*e**
link: ****s:*/w*w.*o**le**om/**p*/*e**c**Bl*n*a+*a**+2/@6.4*5**07,*0***82*4*6*99**9*?a**h******&h*=e**e**r**t*u
Reviews: 55 reviews

Name: K*l* - K*** Ik*n**a***
link: h*tp**/*ww*.g*ogl***o****p**s*ar****ol*+*+K*l*+Ikan**aka**@**37*8**1*1**.****089?*u*hus**=*&hl=*n****r****u
Reviews: 38 reviews

Name: *u*la*P*r**s Se*fo***R*st*u****
link: h*t***/*w*w.g***le*com**ap*****r*h/K*a*a+**r*is+S****od+R**t*u*ant***.39*****,*0*.13**164*9999*****t***e***&hl=*n*ent****t*
Reviews: 11 reviews

Name: R*st*u**n*
link: **t*s:/*w*w*****l*.*o*/*ap*/*ea***/**stau*a*t***.3*6**1*99**9*9****0***83945*****user**&hl=en&e**r*=**u
Reviews: 7 reviews",,True,,,,,,,,Ko*ia****ta**a** ***ner),,htt***//l*5*g**g*****rconten*.**m**/A**Q**N***jCvme**L*-ks**71HX**b4***5CS**3W***w*****3**-k-**,Restaurant,Restaurant,3.9,5:3*****1* a*,T**sd**,*12-4***72**,"Koria Restaurant, 02000 Kuala Perlis, Perlis","**i*e, *n**ro***nt, s***oo*, **nn*r, *r*l*, m*squ*t***, *i*h *o**, **l**ia, p***n",https://www.google.com/maps/place/Koria+Restaurant/data=!4m7!3m6!1s0x304c9bbc876b74c3:0xfe9f62fe9d43639c!8m2!3d6.4182502!4d100.1394394!16s%2Fg%2F11c1l5qp_z!19sChIJw3Rrh7ybTDARnGNDnf5in_4?authuser=0&hl=en&rclk=1
